Datetime,Open,High,Low,Close,Adj Close,Volume
2023-01-24 09:30:00,2240.0,2249.60009765625,2237.949951171875,2246.050048828125,2246.050048828125,63401
2023-01-24 10:00:00,2246.0,2247.14990234375,2231.300048828125,2235.39990234375,2235.39990234375,62978
2023-01-24 10:30:00,2235.449951171875,2237.10009765625,2227.0,2229.5,2229.5,36662
2023-01-24 11:00:00,2229.949951171875,2230.0,2223.25,2229.0,2229.0,52648
2023-01-24 11:30:00,2228.35009765625,2229.050048828125,2216.14990234375,2216.14990234375,2216.14990234375,86293
2023-01-24 12:00:00,2216.0,2219.199951171875,2211.0,2215.25,2215.25,87781
2023-01-24 12:30:00,2215.35009765625,2224.0,2212.550048828125,2213.14990234375,2213.14990234375,87719
2023-01-24 13:00:00,2213.550048828125,2215.0,2208.800048828125,2209.10009765625,2209.10009765625,63707
2023-01-24 13:30:00,2209.10009765625,2214.0,2208.75,2211.949951171875,2211.949951171875,67602
2023-01-24 14:00:00,2211.949951171875,2214.949951171875,2209.550048828125,2209.89990234375,2209.89990234375,79616
2023-01-24 14:30:00,2209.89990234375,2213.699951171875,2207.39990234375,2209.75,2209.75,85797
2023-01-24 15:00:00,2209.550048828125,2211.949951171875,2200.050048828125,2201.39990234375,2201.39990234375,185378
2023-01-25 09:30:00,2198.64990234375,2201.300048828125,2184.89990234375,2188.39990234375,2188.39990234375,146450
2023-01-25 10:00:00,2189.0,2189.35009765625,2165.5,2167.5,2167.5,141987
2023-01-25 10:30:00,2166.89990234375,2167.449951171875,2155.0,2156.0,2156.0,262594
2023-01-25 11:00:00,2156.0,2170.89990234375,2155.949951171875,2159.39990234375,2159.39990234375,126410
2023-01-25 11:30:00,2160.0,2172.60009765625,2158.39990234375,2167.14990234375,2167.14990234375,114463
2023-01-25 12:00:00,2168.199951171875,2175.64990234375,2166.050048828125,2172.85009765625,2172.85009765625,63603
2023-01-25 12:30:00,2173.64990234375,2176.39990234375,2168.64990234375,2174.949951171875,2174.949951171875,116090
2023-01-25 13:00:00,2175.0,2177.949951171875,2164.10009765625,2165.050048828125,2165.050048828125,154378
2023-01-25 13:30:00,2165.10009765625,2175.0,2161.10009765625,2174.0,2174.0,201376
2023-01-25 14:00:00,2174.0,2176.35009765625,2167.10009765625,2171.10009765625,2171.10009765625,146309
2023-01-25 14:30:00,2170.550048828125,2174.699951171875,2162.699951171875,2174.0,2174.0,178208
2023-01-25 15:00:00,2174.699951171875,2178.10009765625,2168.300048828125,2175.0,2175.0,325281
2023-01-27 09:30:00,2179.0,2187.75,2155.10009765625,2157.85009765625,2157.85009765625,132619
2023-01-27 10:00:00,2157.60009765625,2158.89990234375,2145.0,2150.949951171875,2150.949951171875,132260
2023-01-27 10:30:00,2151.199951171875,2167.25,2146.5,2150.0,2150.0,136337
2023-01-27 11:00:00,2149.10009765625,2150.85009765625,2140.0,2147.14990234375,2147.14990234375,72699
2023-01-27 11:30:00,2147.14990234375,2148.949951171875,2139.0,2143.75,2143.75,52461
2023-01-27 12:00:00,2143.35009765625,2154.60009765625,2143.35009765625,2151.89990234375,2151.89990234375,101510
