Date,Open,High,Low,Close,Adj Close,Volume
2010-05-11,85.8499984741211,87.76666259765625,85.8499984741211,86.51666259765625,62.79134750366211,9940143
2010-05-12,84.16666412353516,88.63333129882812,84.16666412353516,88.3499984741211,64.1219482421875,5336889
2010-05-13,89.0,89.33333587646484,87.91666412353516,88.83333587646484,64.47273254394531,6069930
2010-05-14,87.66666412353516,91.0,87.66666412353516,89.38333129882812,64.87191009521484,8906088
2010-05-17,88.66666412353516,89.63333129882812,88.33333587646484,88.71666717529297,64.3880615234375,7166223
2010-05-18,88.3499984741211,89.83333587646484,87.11666870117188,89.55000305175781,64.99288940429688,4777407
2010-05-19,89.48332977294922,89.48332977294922,86.0,86.4000015258789,62.70669174194336,8933691
2010-05-20,86.11666870117188,88.44999694824219,85.66666412353516,87.46666717529297,63.480838775634766,12634194
2010-05-21,86.66666412353516,91.43333435058594,85.78333282470703,90.43333435058594,65.63397216796875,36162564
2010-05-24,91.66666412353516,91.83333587646484,88.51666259765625,89.3499984741211,64.84770965576172,14963190
2010-05-25,89.16666412353516,90.06666564941406,86.23332977294922,86.83333587646484,63.021183013916016,21123138
2010-05-26,87.3499984741211,89.98332977294922,87.03333282470703,89.69999694824219,65.10173034667969,11092257
2010-05-27,89.83333587646484,92.86666870117188,89.0999984741211,91.96666717529297,66.746826171875,29180253
2010-05-28,92.66666412353516,94.66666412353516,91.96666717529297,94.4000015258789,68.51287078857422,16856175
2010-05-31,95.9000015258789,95.9000015258789,93.06666564941406,94.4000015258789,68.51287078857422,11478402
2010-06-01,95.13333129882812,95.31666564941406,93.83333587646484,94.33333587646484,68.4644775390625,9575319
2010-06-02,94.66666412353516,94.93333435058594,93.08333587646484,93.76666259765625,68.0531997680664,8114391
2010-06-03,94.33333587646484,95.61666870117188,94.16666412353516,95.16666412353516,69.06929779052734,7469256
2010-06-04,96.28333282470703,97.26666259765625,92.33333587646484,96.94999694824219,70.36358642578125,9566439
2010-06-07,95.0,96.36666870117188,95.0,95.9000015258789,69.60151672363281,6596508
2010-06-08,96.9000015258789,97.53333282470703,95.51666259765625,96.56666564941406,70.08537292480469,9177735
2010-06-09,95.80000305175781,95.80000305175781,92.03333282470703,92.53333282470703,68.457763671875,11892087
2010-06-10,93.0,93.91666412353516,91.73332977294922,93.3499984741211,69.06195068359375,10567989
2010-06-11,96.33333587646484,96.33333587646484,93.55000305175781,93.8499984741211,69.4318618774414,8462898
2010-06-14,94.23332977294922,95.5999984741211,93.86666870117188,95.36666870117188,70.55392456054688,8419260
2010-06-15,95.33333587646484,97.56666564941406,95.03333282470703,97.23332977294922,71.9349136352539,9378027
2010-06-16,98.23332977294922,98.23332977294922,96.05000305175781,96.96666717529297,71.73764038085938,11822742
2010-06-17,97.0,98.96666717529297,96.38333129882812,97.96666717529297,72.47744750976562,13327236
2010-06-18,98.33333587646484,99.76666259765625,97.56666564941406,98.30000305175781,72.72405242919922,15590238
2010-06-21,98.9000015258789,100.0,97.33333587646484,99.69999694824219,73.75980377197266,13894062
2010-06-22,99.33333587646484,101.25,99.08333587646484,100.5999984741211,74.42562103271484,9383262
2010-06-23,100.0,101.4000015258789,99.75,100.94999694824219,74.68456268310547,9282372
2010-06-24,101.0,102.63333129882812,100.03333282470703,101.91666412353516,75.39972686767578,20714163
2010-06-25,101.88333129882812,102.63333129882812,100.06666564941406,100.48332977294922,74.33930969238281,7899066
2010-06-28,100.33333587646484,101.16666412353516,99.0,99.21666717529297,73.40222930908203,6452673
2010-06-29,99.53333282470703,99.66666412353516,98.01666259765625,98.78333282470703,73.08163452148438,5038401
2010-06-30,97.66666412353516,102.06666564941406,97.66666412353516,101.81666564941406,75.32573699951172,13851996
2010-07-01,101.5999984741211,101.5999984741211,100.08333587646484,101.0,74.7215576171875,5114853
2010-07-02,101.66666412353516,101.98332977294922,100.5999984741211,100.8499984741211,74.61058044433594,4187586
2010-07-05,100.80000305175781,101.5,100.0,100.71666717529297,74.51193237304688,4299357
2010-07-06,100.73332977294922,101.0999984741211,100.36666870117188,100.96666717529297,74.69689178466797,4537185
2010-07-07,101.03333282470703,101.1500015258789,100.0,100.66666412353516,74.4749526977539,6040461
2010-07-08,101.33333587646484,101.78333282470703,100.63333129882812,101.05000305175781,74.75855255126953,5593527
2010-07-09,101.05000305175781,101.5999984741211,99.75,100.11666870117188,74.06805419921875,5969130
2010-07-12,100.66666412353516,100.66666412353516,99.76666259765625,99.98332977294922,73.96939849853516,6976782
2010-07-13,99.98332977294922,100.46666717529297,98.43333435058594,99.69999694824219,73.75980377197266,14032884
2010-07-14,100.05000305175781,100.71666717529297,99.21666717529297,99.5,73.61182403564453,13910667
2010-07-15,99.5,100.33333587646484,99.41666412353516,100.03333282470703,74.00641632080078,9170715
2010-07-16,100.16666412353516,100.18333435058594,98.86666870117188,99.44999694824219,73.57483673095703,11566047
2010-07-19,99.13333129882812,99.98332977294922,96.66666412353516,97.11666870117188,71.84860229492188,9788847
2010-07-20,97.33333587646484,97.80000305175781,96.69999694824219,97.1500015258789,71.87326049804688,4301751
2010-07-21,97.61666870117188,98.66666412353516,96.94999694824219,97.44999694824219,72.09520721435547,11564385
2010-07-22,88.80000305175781,99.51666259765625,88.80000305175781,99.23332977294922,73.41453552246094,21792534
2010-07-23,100.0,100.9000015258789,99.41666412353516,100.55000305175781,74.3886489868164,19647324
2010-07-26,100.66666412353516,101.06666564941406,99.98332977294922,100.9000015258789,74.64756774902344,6791253
2010-07-27,102.33333587646484,102.33333587646484,101.0,101.41666412353516,75.02981567382812,5364126
2010-07-28,101.83333587646484,102.75,101.06666564941406,102.44999694824219,75.79429626464844,10147950
2010-07-29,102.33333587646484,103.96666717529297,102.01666259765625,103.36666870117188,76.47246551513672,11641920
2010-07-30,103.25,103.94999694824219,102.0,102.91666412353516,76.13953399658203,11090289
2010-08-02,103.03333282470703,104.48332977294922,103.0,104.26666259765625,77.13829040527344,16662930
2010-08-03,105.80000305175781,105.80000305175781,102.5,102.93333435058594,76.15187072753906,8468116
2010-08-04,102.66666412353516,104.66666412353516,101.03333282470703,103.53333282470703,76.59575653076172,8114404
2010-08-05,103.80000305175781,104.80000305175781,102.9000015258789,103.86666870117188,76.84236145019531,5968120
2010-08-06,104.0,106.66666412353516,103.86666870117188,105.83333587646484,78.29734802246094,5979895
2010-08-09,106.0,106.80000305175781,105.26666259765625,105.96666717529297,78.39598083496094,3997014
