Date,Open,High,Low,Close,Adj Close,Volume
2010-05-11,333.7250061035156,334.3125,329.5,332.59375,251.36978149414062,5802824
2010-05-12,332.0,337.36248779296875,331.53125,335.2124938964844,253.34893798828125,9185176
2010-05-13,335.5,340.375,332.65625,338.26873779296875,255.6588592529297,4923880
2010-05-14,338.75,340.875,328.75,331.48748779296875,250.53363037109375,6824496
2010-05-17,329.375,331.0062561035156,322.0062561035156,327.04376220703125,247.1750946044922,8170824
2010-05-18,332.5,332.5,322.7562561035156,328.6499938964844,248.3891143798828,7144600
2010-05-19,328.25,331.54376220703125,324.1812438964844,325.35626220703125,245.8997802734375,11939240
2010-05-20,326.5,329.3187561035156,323.3125,325.09375,245.70132446289062,6508872
2010-05-21,321.0,326.0,319.79376220703125,322.71875,243.9064483642578,7127200
2010-05-24,326.375,328.75,322.40625,325.04998779296875,245.66831970214844,7186104
2010-05-25,323.35626220703125,323.35626220703125,313.76251220703125,316.67498779296875,239.33851623535156,8838128
2010-05-26,320.6312561035156,329.98748779296875,319.53125,327.6312561035156,249.0940399169922,7868856
2010-05-27,328.4750061035156,333.0,324.38751220703125,330.41876220703125,251.21337890625,11312696
2010-05-28,333.7562561035156,335.54998779296875,329.6625061035156,334.6812438964844,254.45401000976562,6793992
2010-05-31,341.875,341.875,328.0687561035156,332.25,252.60565185546875,7020752
2010-06-01,331.875,332.1875,327.20001220703125,328.04376220703125,249.4075927734375,5782888
2010-06-02,329.375,331.4937438964844,328.01251220703125,330.03125,250.9187774658203,6557144
2010-06-03,332.5,338.2250061035156,332.5,337.25,256.4071044921875,5517096
2010-06-04,337.25,342.25,335.3062438964844,341.1187438964844,259.34844970703125,4950400
2010-06-07,338.75,338.75,331.25,333.95623779296875,253.90286254882812,7781952
2010-06-08,333.95623779296875,336.125,330.98126220703125,331.8125,252.27291870117188,6651144
2010-06-09,333.5,333.5,327.0625,328.1187438964844,249.46470642089844,5427120
2010-06-10,328.1499938964844,331.75,327.5687561035156,330.6937561035156,251.42239379882812,5187448
2010-06-11,333.11248779296875,336.36248779296875,327.625,328.84375,250.01583862304688,9912864
2010-06-14,331.26251220703125,344.85626220703125,331.26251220703125,343.29998779296875,261.0068054199219,9728848
2010-06-15,343.3125,347.5,340.26251220703125,341.8374938964844,259.8948974609375,7946312
2010-06-16,344.36248779296875,347.4375,342.75,346.17498779296875,263.1926574707031,5720064
2010-06-17,347.0,347.9750061035156,342.0,345.60626220703125,262.76025390625,5639240
2010-06-18,338.48126220703125,351.875,338.48126220703125,348.2749938964844,264.7892150878906,8356232
2010-06-21,349.92498779296875,352.3500061035156,348.90625,350.1000061035156,266.1767272949219,7164752
2010-06-22,348.75,349.91876220703125,345.0,345.88751220703125,262.9739685058594,4763688
2010-06-23,343.38751220703125,350.6187438964844,339.73126220703125,349.71875,265.8869323730469,4948088
2010-06-24,351.79998779296875,354.2124938964844,347.8812561035156,352.8374938964844,268.25799560546875,12316104
