symbol,date,lastPrice,change,previousClose,open,max,min
ITC,25-04-2023 10:12,409.3,0.6,408.7,408.7,410,407.4
ITC,25-04-2023 10:14,409.25,0.55,408.7,408.7,410,407.4
ITC,25-Apr-2023 10:14:48,409.15,0.44999999999998863,408.7,408.7,410,407.4
